variable,permutation,dropout_loss,label
cut,120,38.45212845585786,LightGBM
color,120,877.7634560835635,LightGBM
clarity,120,1187.4914250042343,LightGBM
depth,120,48.573332802597065,LightGBM
table,120,25.4332378331128,LightGBM
x,120,153.64267012086634,LightGBM
y,120,2270.128558539752,LightGBM
z,120,518.6294857995864,LightGBM
_baseline_,120,5050.802774758864,LightGBM
_full_model_,121,-27.029396724242588,LightGBM
carat,121,2184.997758645319,LightGBM
cut,121,-11.749785890938597,LightGBM
color,121,817.3269033169141,LightGBM
clarity,121,1185.7002007922802,LightGBM
depth,121,-20.573971070671632,LightGBM
table,121,-25.615652351154267,LightGBM
x,121,123.61432299451928,LightGBM
y,121,2288.371230694543,LightGBM
z,121,554.4710241555023,LightGBM
_baseline_,121,5038.856952957389,LightGBM
_full_model_,122,17.874104397845144,LightGBM
carat,122,2347.5268809600243,LightGBM
cut,122,38.18774892478211,LightGBM
color,122,753.8285462037235,LightGBM
clarity,122,960.9164893218277,LightGBM
depth,122,17.832791071404927,LightGBM
table,122,18.9000187170343,LightGBM
x,122,129.9473286427991,LightGBM
y,122,2281.5669961590847,LightGBM
z,122,569.3310884105189,LightGBM
_baseline_,122,5146.846242110901,LightGBM
_full_model_,123,-3.623841825000568,LightGBM
carat,123,2291.700261461619,LightGBM
cut,123,12.580796359991155,LightGBM
color,123,724.4083701954054,LightGBM
clarity,123,1067.9759125212381,LightGBM
depth,123,10.560333493725125,LightGBM
table,123,-8.000489241812147,LightGBM
x,123,125.65763041990328,LightGBM
y,123,2345.551707816715,LightGBM
z,123,600.9227986099241,LightGBM
_baseline_,123,5038.9161090930875,LightGBM
_full_model_,124,-15.933896664557324,LightGBM
carat,124,2286.347940980171,LightGBM
cut,124,15.848516587160475,LightGBM
color,124,849.489541765758,LightGBM
clarity,124,1049.2666889356915,LightGBM
depth,124,-12.382856776801532,LightGBM
table,124,-17.42117696788671,LightGBM
x,124,134.69615831079147,LightGBM
y,124,2237.4339044612843,LightGBM
z,124,595.6291000145549,LightGBM
_baseline_,124,5048.5863165342935,LightGBM
_full_model_,125,57.78985736320533,LightGBM
carat,125,2382.0240176671637,LightGBM
cut,125,74.67938956101318,LightGBM
color,125,759.6460266616899,LightGBM
clarity,125,1090.3293891099838,LightGBM
depth,125,81.58800689597592,LightGBM
table,125,61.690522518240186,LightGBM
x,125,177.78946725021558,LightGBM
y,125,2350.7578554316865,LightGBM
z,125,605.2484434655975,LightGBM
_baseline_,125,5309.740642825395,LightGBM
_full_model_,126,-19.56786199077328,LightGBM
carat,126,2199.3802501981377,LightGBM
cut,126,13.738151703415383,LightGBM
color,126,621.3094561078616,LightGBM
clarity,126,1099.5144665892535,LightGBM
depth,126,-13.264640113124528,LightGBM
table,126,-10.929461355972308,LightGBM
x,126,111.13288140497343,LightGBM
y,126,2227.877702461642,LightGBM
z,126,542.1636323645527,LightGBM
_baseline_,126,5094.2286658590465,LightGBM
_full_model_,127,-13.211779966395511,LightGBM
carat,127,2198.7462471431772,LightGBM
cut,127,4.0600529907789,LightGBM
color,127,885.2966810134877,LightGBM
clarity,127,1117.5382441071397,LightGBM
depth,127,4.551760760053867,LightGBM
table,127,-14.336248187536057,LightGBM
x,127,125.80070916643695,LightGBM
y,127,2179.8410955329327,LightGBM
z,127,507.21928144710216,LightGBM
_baseline_,127,5095.888988900363,LightGBM
_full_model_,128,-44.917537323507986,LightGBM
carat,128,2273.875595205802,LightGBM
cut,128,-29.729647783679525,LightGBM
color,128,795.2263526628477,LightGBM
clarity,128,1083.3865251962402,LightGBM
depth,128,-34.181260415312636,LightGBM
table,128,-51.98209709083676,LightGBM
x,128,84.48228960905715,LightGBM
y,128,2260.2654889797486,LightGBM
z,128,540.851759796445,LightGBM
_baseline_,128,5039.144429605465,LightGBM
_full_model_,129,7.642566162880485,LightGBM
carat,129,2413.369969551293,LightGBM
cut,129,23.46130246102632,LightGBM
color,129,843.6484975993609,LightGBM
clarity,129,1122.7652229825612,LightGBM
depth,129,7.85539055243521,LightGBM
table,129,5.143158005556188,LightGBM
x,129,115.30830866445217,LightGBM
y,129,2399.425691675129,LightGBM
z,129,574.1197141740339,LightGBM
_baseline_,129,5388.332602134504,LightGBM
_full_model_,130,-37.31204875317292,LightGBM
carat,130,2385.279425803939,LightGBM
cut,130,-3.3179964053111917,LightGBM
color,130,774.0094752167412,LightGBM
clarity,130,1027.0664772468162,LightGBM
depth,130,3.258317033540493,LightGBM
table,130,-44.481831321002915,LightGBM
x,130,91.52128669806666,LightGBM
y,130,2199.9631960286983,LightGBM
z,130,535.6526281452697,LightGBM
_baseline_,130,4899.600590484551,LightGBM
_full_model_,131,-22.731696103508966,LightGBM
carat,131,2232.8059553962744,LightGBM
cut,131,-0.2807645898287774,LightGBM
color,131,713.2147045072337,LightGBM
clarity,131,1073.3290195068726,LightGBM
depth,131,-12.454895923834556,LightGBM
table,131,-26.152457233256087,LightGBM
x,131,102.27139032843388,LightGBM
y,131,2134.240412399934,LightGBM
z,131,465.5065853247619,LightGBM
_baseline_,131,4979.290253930382,LightGBM
_full_model_,132,-28.637630001074626,LightGBM
carat,132,2159.5937991401734,LightGBM
cut,132,-1.834250836144406,LightGBM
color,132,642.9574512904959,LightGBM
clarity,132,1010.9048950627201,LightGBM
depth,132,-19.262693157990498,LightGBM
table,132,-24.117950076705824,LightGBM
x,132,112.75261463697063,LightGBM
y,132,2248.7233691055135,LightGBM
z,132,559.7217469501956,LightGBM
_baseline_,132,4838.840377780729,LightGBM
_full_model_,133,53.2234294726876,LightGBM
carat,133,2485.9048666890453,LightGBM
cut,133,73.41096366664192,LightGBM
color,133,782.0296491465837,LightGBM
clarity,133,1123.69612152729,LightGBM
depth,133,75.58142037928053,LightGBM
table,133,49.546098801498374,LightGBM
x,133,194.5734882133919,LightGBM
y,133,2332.5275456473387,LightGBM
z,133,593.0025461165109,LightGBM
_baseline_,133,5323.483065605984,LightGBM
_full_model_,134,-8.091361236392231,LightGBM
carat,134,2236.671099569692,LightGBM
cut,134,16.72099938710494,LightGBM
color,134,794.4906124349692,LightGBM
clarity,134,1155.318118200079,LightGBM
depth,134,-4.380881830208523,LightGBM
table,134,-4.960839549859429,LightGBM
x,134,135.26051947726944,LightGBM
y,134,2182.12214370174,LightGBM
z,134,507.04026329403575,LightGBM
_baseline_,134,4967.916046833757,LightGBM
_full_model_,135,-19.397147056454628,LightGBM
carat,135,2155.107490597496,LightGBM
cut,135,1.8792982466670765,LightGBM
color,135,766.5625371261132,LightGBM
clarity,135,992.8781136898234,LightGBM
depth,135,0.6684101050984737,LightGBM
table,135,-19.127622559451993,LightGBM
x,135,119.41284243775385,LightGBM
y,135,2103.4209828275625,LightGBM
z,135,445.83989056149096,LightGBM
_baseline_,135,4645.979666543888,LightGBM
_full_model_,136,26.801386992144444,LightGBM
carat,136,2177.35636939009,LightGBM
cut,136,54.291418821626394,LightGBM
color,136,725.7058655566874,LightGBM
clarity,136,1149.5241152474227,LightGBM
depth,136,43.38795335000282,LightGBM
table,136,22.22013614381615,LightGBM
x,136,153.78432223260347,LightGBM
y,136,2169.041823812263,LightGBM
z,136,537.5437834636776,LightGBM
_baseline_,136,4993.683070110618,LightGBM
_full_model_,137,-5.75335725968614,LightGBM
carat,137,2210.7707186720113,LightGBM
cut,137,18.045720096952095,LightGBM
color,137,718.5750001198486,LightGBM
clarity,137,1081.6649011637774,LightGBM
depth,137,3.3362682593470936,LightGBM
table,137,-3.8357433160772416,LightGBM
x,137,126.56789625735325,LightGBM
y,137,2268.38972982021,LightGBM
z,137,566.7587012180869,LightGBM
_baseline_,137,4987.874296354145,LightGBM
_full_model_,138,-7.1233111036746095,LightGBM
carat,138,2166.0177495221365,LightGBM
cut,138,13.73526446438575,LightGBM
color,138,655.4798932038356,LightGBM
clarity,138,1098.4505238850597,LightGBM
depth,138,20.510483303295132,LightGBM
table,138,-8.477956236212549,LightGBM
x,138,124.34129624595823,LightGBM
y,138,2210.8635807373485,LightGBM
z,138,565.3276282381845,LightGBM
_baseline_,138,5024.707797132427,LightGBM
_full_model_,139,-35.29241103353604,LightGBM
carat,139,2176.0233668150404,LightGBM
cut,139,-17.382719904698774,LightGBM
color,139,733.1507303278637,LightGBM
clarity,139,1224.20390452938,LightGBM
depth,139,-16.431722000088712,LightGBM
table,139,-40.71909035409226,LightGBM
x,139,113.35553947263372,LightGBM
y,139,2183.215537673482,LightGBM
z,139,536.1130618120782,LightGBM
_baseline_,139,4821.625783920602,LightGBM
_full_model_,140,-14.520593291391606,LightGBM
carat,140,2187.3687450604302,LightGBM
cut,140,14.629651784027828,LightGBM
color,140,684.4571163617203,LightGBM
clarity,140,1064.7726967612052,LightGBM
depth,140,-6.140553509422716,LightGBM
table,140,-10.266790805255027,LightGBM
x,140,114.90088653455666,LightGBM
y,140,2233.008061853787,LightGBM
z,140,535.3261259642583,LightGBM
_baseline_,140,5114.509283386658,LightGBM
_full_model_,141,-30.545072705248685,LightGBM
carat,141,2241.5581154919455,LightGBM
cut,141,-11.993841449481238,LightGBM
color,141,713.3922142422474,LightGBM
clarity,141,1143.0082107431012,LightGBM
depth,141,-21.562540098716113,LightGBM
table,141,-31.15445484858651,LightGBM
x,141,112.06024952451241,LightGBM
y,141,2186.8718121832753,LightGBM
z,141,537.145514861399,LightGBM
_baseline_,141,5021.962081559008,LightGBM
_full_model_,142,-1.8423737798473212,LightGBM
carat,142,2403.76003253502,LightGBM
cut,142,24.361019837513254,LightGBM
color,142,703.0768115035252,LightGBM
clarity,142,1119.4070844120793,LightGBM
depth,142,18.223381800974835,LightGBM
table,142,-2.1219186372665035,LightGBM
x,142,148.9130321890094,LightGBM
y,142,2431.1216796642434,LightGBM
z,142,667.2614304018085,LightGBM
_baseline_,142,5374.71332546428,LightGBM
_full_model_,143,48.03889251356543,LightGBM
carat,143,2397.675062094367,LightGBM
cut,143,63.833518854092745,LightGBM
color,143,787.5087678158235,LightGBM
clarity,143,1113.899679657492,LightGBM
depth,143,68.96511299876647,LightGBM
table,143,55.42588481199948,LightGBM
x,143,183.2858112718925,LightGBM
y,143,2391.5369022352056,LightGBM
z,143,571.4680409757246,LightGBM
_baseline_,143,5256.099137042126,LightGBM
_full_model_,144,-21.015996814743175,LightGBM
carat,144,2211.155551218955,LightGBM
cut,144,7.828432882265361,LightGBM
color,144,686.1645739803065,LightGBM
clarity,144,1129.985284501217,LightGBM
depth,144,-1.2005021130644309,LightGBM
table,144,-25.50743454818837,LightGBM
x,144,120.36526537218936,LightGBM
y,144,2216.855350508441,LightGBM
z,144,574.100166936245,LightGBM
_baseline_,144,5153.946598249462,LightGBM
_full_model_,145,56.38468516641308,LightGBM
carat,145,2316.7557680890054,LightGBM
cut,145,73.73059445998058,LightGBM
color,145,793.9508016738527,LightGBM
clarity,145,1260.6325980185024,LightGBM
depth,145,49.82514319232098,LightGBM
table,145,51.149855853814756,LightGBM
x,145,181.02470089244468,LightGBM
y,145,2332.6258804941635,LightGBM
z,145,573.9174752102634,LightGBM
_baseline_,145,5256.560774947513,LightGBM
_full_model_,146,-58.17749279828132,LightGBM
carat,146,2165.8224450535995,LightGBM
cut,146,-20.374083156119354,LightGBM
color,146,658.8914796708735,LightGBM
clarity,146,1004.536233840823,LightGBM
depth,146,-55.06932749381315,LightGBM
table,146,-60.15687571449644,LightGBM
x,146,82.02486909714969,LightGBM
y,146,2066.221727439456,LightGBM
z,146,493.3796214757791,LightGBM
_baseline_,146,4602.541639989043,LightGBM
_full_model_,147,-44.1519331538434,LightGBM
carat,147,2123.3229029652975,LightGBM
cut,147,-16.549898751575483,LightGBM
color,147,733.6598506652778,LightGBM
clarity,147,1083.7613730461503,LightGBM
depth,147,-22.301056780118984,LightGBM
table,147,-36.16374950112868,LightGBM
x,147,105.03701017137723,LightGBM
y,147,2252.989517015475,LightGBM
z,147,523.641893794358,LightGBM
_baseline_,147,5054.014928647759,LightGBM
_full_model_,148,0.7427416189157157,LightGBM
carat,148,2306.699275371163,LightGBM
cut,148,22.119089343746396,LightGBM
color,148,743.7946746668871,LightGBM
clarity,148,1024.1245086657518,LightGBM
depth,148,11.469518092192061,LightGBM
table,148,2.5025290958539017,LightGBM
x,148,144.02000662233286,LightGBM
y,148,2357.897084851789,LightGBM
z,148,628.8862080885773,LightGBM
_baseline_,148,5175.580373924229,LightGBM
_full_model_,149,7.866875952914484,LightGBM
carat,149,2285.4671933512577,LightGBM
cut,149,21.42556769059422,LightGBM
color,149,708.7892817293642,LightGBM
clarity,149,897.9377255333578,LightGBM
depth,149,-3.5120371339395433,LightGBM
table,149,12.739369059090336,LightGBM
x,149,128.16041248220154,LightGBM
y,149,2252.961731357154,LightGBM
z,149,600.4623780987689,LightGBM
_baseline_,149,5072.664161655646,LightGBM
_full_model_,150,-64.2247732970252,LightGBM
carat,150,2082.174194106026,LightGBM
cut,150,-40.33565916765474,LightGBM
color,150,730.8015282124219,LightGBM
clarity,150,1262.627034323887,LightGBM
depth,150,-58.05292657434944,LightGBM
table,150,-62.129955665293096,LightGBM
x,150,60.704211728521045,LightGBM
y,150,2161.9144579700555,LightGBM
z,150,508.5101025485882,LightGBM
_baseline_,150,5111.546372633906,LightGBM
_full_model_,151,-9.283429013738214,LightGBM
carat,151,2226.1986393353764,LightGBM
cut,151,15.426814931651847,LightGBM
color,151,798.114814031849,LightGBM
clarity,151,1122.7505311436125,LightGBM
depth,151,5.709560574036914,LightGBM
table,151,-11.792885868745088,LightGBM
x,151,122.8245153643768,LightGBM
y,151,2333.2014315862784,LightGBM
z,151,520.2854929436202,LightGBM
_baseline_,151,5221.8825038096675,LightGBM
_full_model_,152,-6.848926892360737,LightGBM
carat,152,2294.5994764913166,LightGBM
cut,152,14.665523697163849,LightGBM
color,152,892.7367408410477,LightGBM
clarity,152,1137.199669863876,LightGBM
depth,152,-3.524485949770906,LightGBM
table,152,-6.685649388424167,LightGBM
x,152,127.14233455012948,LightGBM
y,152,2291.4692749697833,LightGBM
z,152,542.1833631131254,LightGBM
_baseline_,152,5058.938877977992,LightGBM
_full_model_,153,-65.16795999868441,LightGBM
carat,153,2222.2009837496835,LightGBM
cut,153,-54.20509690958977,LightGBM
color,153,676.2778458442111,LightGBM
clarity,153,1196.7903650165886,LightGBM
depth,153,-48.85408025223671,LightGBM
table,153,-70.10983786857526,LightGBM
x,153,85.47828318070606,LightGBM
y,153,2301.6131796250147,LightGBM
z,153,510.12049226640795,LightGBM
_baseline_,153,4874.238479932857,LightGBM
_full_model_,154,-25.70028618226297,LightGBM
carat,154,2070.465736495148,LightGBM
cut,154,-4.33656333458714,LightGBM
color,154,813.676600628503,LightGBM
clarity,154,940.6929650020096,LightGBM
depth,154,-2.6190262981998558,LightGBM
table,154,-26.59276167392545,LightGBM
x,154,84.55002208102849,LightGBM
y,154,2057.0999443824485,LightGBM
z,154,516.2789522294237,LightGBM
_baseline_,154,4864.813462852813,LightGBM
_full_model_,155,-17.06865198373214,LightGBM
carat,155,2249.4014174481104,LightGBM
cut,155,-5.8915479146805865,LightGBM
color,155,673.1995942854213,LightGBM
clarity,155,1060.3935899039761,LightGBM
depth,155,-36.007586759918695,LightGBM
table,155,-20.14864197283339,LightGBM
x,155,124.13459176165577,LightGBM
y,155,2334.2670486576867,LightGBM
z,155,542.9880342974087,LightGBM
_baseline_,155,5136.219230573724,LightGBM
_full_model_,156,-8.257992451068162,LightGBM
carat,156,2158.326188482126,LightGBM
cut,156,17.405356835882003,LightGBM
color,156,693.0478777940483,LightGBM
clarity,156,999.7554073054342,LightGBM
depth,156,6.985454666956912,LightGBM
table,156,-7.851968353888765,LightGBM
x,156,126.51172769127243,LightGBM
y,156,2017.8617531435107,LightGBM
z,156,517.0501159190577,LightGBM
_baseline_,156,4729.081008697192,LightGBM
_full_model_,157,-6.147505105206619,LightGBM
carat,157,2176.348178444244,LightGBM
cut,157,10.749752151572693,LightGBM
color,157,832.0157896443919,LightGBM
clarity,157,1013.9396293664607,LightGBM
depth,157,2.2506204192856103,LightGBM
table,157,-4.971767571574787,LightGBM
x,157,123.8766638638075,LightGBM
y,157,2270.813807459997,LightGBM
z,157,549.8945149950283,LightGBM
_baseline_,157,5000.912640831497,LightGBM
_full_model_,158,-23.412555070127496,LightGBM
carat,158,2290.668256133267,LightGBM
cut,158,6.059257790520292,LightGBM
color,158,601.9010777701332,LightGBM
clarity,158,1227.2904189513401,LightGBM
depth,158,-16.020483812685825,LightGBM
table,158,-25.635967411032766,LightGBM
x,158,112.57045040592232,LightGBM
y,158,2180.0004292719686,LightGBM
z,158,553.5792960837949,LightGBM
_baseline_,158,4986.37604448156,LightGBM
_full_model_,159,64.69973652868669,LightGBM
carat,159,2345.064531725782,LightGBM
cut,159,81.16014445304393,LightGBM
color,159,767.7057630471437,LightGBM
clarity,159,1222.2186092550064,LightGBM
depth,159,97.21245192764104,LightGBM
table,159,69.26369104894309,LightGBM
x,159,194.56976218353748,LightGBM
y,159,2368.2049992887846,LightGBM
z,159,602.7531757679013,LightGBM
_baseline_,159,5541.708287833398,LightGBM
_full_model_,160,-12.161088159517135,LightGBM
carat,160,2129.789255035573,LightGBM
cut,160,7.744577415783851,LightGBM
color,160,604.6949974943572,LightGBM
clarity,160,1155.9319630323894,LightGBM
depth,160,12.773537135836477,LightGBM
table,160,-8.02230832366024,LightGBM
x,160,92.80435758239344,LightGBM
y,160,2188.460873785447,LightGBM
z,160,502.93579482803705,LightGBM
_baseline_,160,4906.205238015362,LightGBM
_full_model_,161,-28.926064817581846,LightGBM
carat,161,2187.6836117000785,LightGBM
cut,161,-10.159876875381997,LightGBM
color,161,805.3286453996542,LightGBM
clarity,161,1117.2320950191875,LightGBM
depth,161,-1.0129943352640112,LightGBM
table,161,-21.69171162297141,LightGBM
x,161,97.73601561866224,LightGBM
y,161,2127.3795928753143,LightGBM
z,161,514.933695115678,LightGBM
_baseline_,161,4883.98229446173,LightGBM
_full_model_,162,-52.712347440859276,LightGBM
carat,162,2501.514206194373,LightGBM
cut,162,-42.16292187581746,LightGBM
color,162,756.8215279992456,LightGBM
clarity,162,996.1295972433046,LightGBM
depth,162,-26.564117486645387,LightGBM
table,162,-56.407927703763335,LightGBM
x,162,104.9954675083743,LightGBM
y,162,2245.9638843288903,LightGBM
z,162,548.0477965853939,LightGBM
_baseline_,162,5124.309840858887,LightGBM
_full_model_,163,-2.7049713139844016,LightGBM
carat,163,2232.498738508738,LightGBM
cut,163,19.70816146572224,LightGBM
color,163,698.0568112858479,LightGBM
clarity,163,1012.018049673681,LightGBM
depth,163,4.980862187248931,LightGBM
table,163,3.7710080382034903,LightGBM
x,163,119.54322340262229,LightGBM
y,163,2206.8664934998815,LightGBM
z,163,563.2398249006484,LightGBM
_baseline_,163,5106.216453791657,LightGBM
_full_model_,164,28.485420390567015,LightGBM
carat,164,2296.6941497601083,LightGBM
cut,164,53.85830592981142,LightGBM
color,164,683.9972310567961,LightGBM
clarity,164,1167.137059553243,LightGBM
depth,164,44.35968025398381,LightGBM
table,164,31.873992803281794,LightGBM
x,164,152.49577741957955,LightGBM
y,164,2391.3986110621468,LightGBM
z,164,594.7585160948657,LightGBM
_baseline_,164,5282.677265470058,LightGBM
_full_model_,165,22.181732632116336,LightGBM
carat,165,2024.8392031107087,LightGBM
cut,165,36.55089922592697,LightGBM
color,165,735.2577546450106,LightGBM
clarity,165,1126.803421361305,LightGBM
depth,165,30.715370009780713,LightGBM
table,165,20.742827594743744,LightGBM
x,165,122.90406540599952,LightGBM
y,165,2077.0887766703154,LightGBM
z,165,538.2481697499192,LightGBM
_baseline_,165,4784.0345284462455,LightGBM
_full_model_,166,64.19459870953858,LightGBM
carat,166,2419.413474915251,LightGBM
cut,166,81.52148238095117,LightGBM
color,166,800.7949287856387,LightGBM
clarity,166,1231.61533790043,LightGBM
depth,166,84.885278539728,LightGBM
table,166,59.11181374059879,LightGBM
x,166,193.00766422435754,LightGBM
y,166,2299.3916615695493,LightGBM
z,166,641.7168948433017,LightGBM
_baseline_,166,5098.27312322886,LightGBM
_full_model_,167,-29.22945249510292,LightGBM
carat,167,2140.775249866895,LightGBM
cut,167,-7.001846552651841,LightGBM
color,167,714.088607207549,LightGBM
clarity,167,1195.5176118817858,LightGBM
depth,167,-20.236281040227254,LightGBM
table,167,-28.90494450795802,LightGBM
x,167,93.72524544675412,LightGBM
y,167,2064.389841230302,LightGBM
z,167,458.35536471199237,LightGBM
_baseline_,167,4852.845136748492,LightGBM
_full_model_,168,61.83849970169638,LightGBM
carat,168,2261.5515289324812,LightGBM
cut,168,88.32081008654416,LightGBM
color,168,752.5995488915202,LightGBM
clarity,168,1183.8903931725995,LightGBM
depth,168,83.9140802155672,LightGBM
table,168,58.95821046961942,LightGBM
x,168,165.0867186005039,LightGBM
y,168,2225.9695155580534,LightGBM
z,168,584.6463402256619,LightGBM
_baseline_,168,5124.24261380019,LightGBM
_full_model_,169,3.108208107200767,LightGBM
carat,169,2201.5353784993245,LightGBM
cut,169,23.577366286018105,LightGBM
color,169,802.3685977344202,LightGBM
clarity,169,1029.9940682291503,LightGBM
depth,169,7.293121680947252,LightGBM
table,169,-0.49496040516385165,LightGBM
x,169,132.94565889939395,LightGBM
y,169,2154.8441274641928,LightGBM
z,169,521.8849800653705,LightGBM
_baseline_,169,4945.041743298426,LightGBM
_full_model_,170,6.4273435662595375,LightGBM
carat,170,2131.295962310668,LightGBM
cut,170,34.57494995287777,LightGBM
color,170,665.6966409560454,LightGBM
clarity,170,1080.1579735101027,LightGBM
depth,170,25.82253915593742,LightGBM
table,170,4.338285483192976,LightGBM
x,170,125.63600129537122,LightGBM
y,170,2140.089310903538,LightGBM
z,170,502.6634276637459,LightGBM
_baseline_,170,4752.753530667487,LightGBM
_full_model_,171,-34.288956610120294,LightGBM
carat,171,2259.601629080934,LightGBM
cut,171,-3.8622947094152096,LightGBM
color,171,656.3833009400734,LightGBM
clarity,171,1102.151796781252,LightGBM
depth,171,-32.36327602038682,LightGBM
table,171,-34.944670409108426,LightGBM
x,171,104.00396452073483,LightGBM
y,171,2205.2758928223143,LightGBM
z,171,548.0547551842568,LightGBM
_baseline_,171,5006.910067127792,LightGBM
_full_model_,172,-5.40272468452747,LightGBM
carat,172,2194.6707341056426,LightGBM
cut,172,6.751502837602061,LightGBM
color,172,748.9933641987037,LightGBM
clarity,172,1127.7762390485582,LightGBM
depth,172,21.995499505206567,LightGBM
table,172,-1.1031917286687758,LightGBM
x,172,105.37955936735602,LightGBM
y,172,2120.1030122570605,LightGBM
z,172,544.8480424799142,LightGBM
_baseline_,172,4923.1113092258265,LightGBM
_full_model_,173,19.576535479877066,LightGBM
carat,173,2207.710580758408,LightGBM
cut,173,38.38025884267847,LightGBM
color,173,699.2033659672198,LightGBM
clarity,173,1142.6275399952842,LightGBM
depth,173,19.30885513037242,LightGBM
table,173,21.012909807431242,LightGBM
x,173,140.4557303636226,LightGBM
y,173,2228.795806239732,LightGBM
z,173,537.9114151443429,LightGBM
_baseline_,173,4913.92728369882,LightGBM
_full_model_,174,18.73196687927691,LightGBM
carat,174,2366.861315338439,LightGBM
cut,174,31.041452817813592,LightGBM
color,174,759.7140518945959,LightGBM
clarity,174,1108.3816613430745,LightGBM
depth,174,28.924787765422366,LightGBM
table,174,19.99046623118636,LightGBM
x,174,151.25216241643375,LightGBM
y,174,2338.8487381889813,LightGBM
z,174,581.0671713935757,LightGBM
_baseline_,174,5149.570256154428,LightGBM
_full_model_,175,-1.3657377948095473,LightGBM
carat,175,2230.988708753604,LightGBM
cut,175,27.455651758649992,LightGBM
color,175,805.5893474330015,LightGBM
clarity,175,1149.3077616807195,LightGBM
depth,175,11.498927041558431,LightGBM
table,175,0.06304225954454523,LightGBM
x,175,118.46519498784403,LightGBM
y,175,2307.0247850632454,LightGBM
z,175,567.0460498670194,LightGBM
_baseline_,175,5087.298819281679,LightGBM
_full_model_,176,-11.403247868355265,LightGBM
carat,176,2323.4082859767664,LightGBM
cut,176,10.185480324700848,LightGBM
color,176,731.8786915760353,LightGBM
clarity,176,1187.9550770637093,LightGBM
depth,176,-9.217157485076314,LightGBM
table,176,-6.48355840823956,LightGBM
x,176,126.86395985749095,LightGBM
y,176,2329.912499331606,LightGBM
z,176,541.3777458234991,LightGBM
_baseline_,176,4903.170162541217,LightGBM
_full_model_,177,23.167766471795176,LightGBM
carat,177,2312.072320766492,LightGBM
cut,177,48.96429080085011,LightGBM
color,177,744.8251567926098,LightGBM
clarity,177,1110.6912378939141,LightGBM
depth,177,32.937941899114776,LightGBM
table,177,24.597842663777783,LightGBM
x,177,161.95205809180413,LightGBM
y,177,2310.1527219332647,LightGBM
z,177,616.4034648799505,LightGBM
_baseline_,177,5239.45413173364,LightGBM
_full_model_,178,19.282144183021842,LightGBM
carat,178,2251.7130681872413,LightGBM
cut,178,42.63461812727246,LightGBM
color,178,782.2911599079242,LightGBM
clarity,178,1005.2861025163876,LightGBM
depth,178,49.478005292651346,LightGBM
table,178,17.15882658280873,LightGBM
x,178,138.46255452090418,LightGBM
y,178,2258.5033367986284,LightGBM
z,178,559.7787022081953,LightGBM
_baseline_,178,5099.289084044021,LightGBM
_full_model_,179,18.512086246225067,LightGBM
carat,179,2273.4941479272597,LightGBM
cut,179,48.493897010203455,LightGBM
color,179,805.304748338289,LightGBM
clarity,179,1021.9102292759857,LightGBM
depth,179,24.36630251098802,LightGBM
table,179,20.851638120400935,LightGBM
x,179,118.11287589388269,LightGBM
y,179,2169.0383444928807,LightGBM
z,179,522.6591034037568,LightGBM
_baseline_,179,5031.399913216253,LightGBM
_full_model_,180,54.83748069241358,LightGBM
carat,180,2251.086200247106,LightGBM
cut,180,73.0383430740352,LightGBM
color,180,722.7713700528319,LightGBM
clarity,180,1133.0236728117852,LightGBM
depth,180,66.88793738189963,LightGBM
table,180,56.49035162901305,LightGBM
x,180,179.91102881907818,LightGBM
y,180,2321.485380594072,LightGBM
z,180,624.0880445116173,LightGBM
_baseline_,180,5194.843971889827,LightGBM
_full_model_,181,-25.647843304812454,LightGBM
carat,181,2159.917028326261,LightGBM
cut,181,-12.623934970753112,LightGBM
color,181,798.1115243505266,LightGBM
clarity,181,1180.5595952043504,LightGBM
depth,181,-12.600046399578218,LightGBM
table,181,-23.952876268603177,LightGBM
x,181,92.94976648806914,LightGBM
y,181,2241.850359643573,LightGBM
z,181,544.0688409445721,LightGBM
_baseline_,181,4983.983741578313,LightGBM
_full_model_,182,9.843858780859705,LightGBM
carat,182,2358.010979011808,LightGBM
cut,182,29.463746977732626,LightGBM
color,182,842.9260013087202,LightGBM
clarity,182,1077.9463440259801,LightGBM
depth,182,31.179025169706165,LightGBM
table,182,12.45410856230535,LightGBM
x,182,145.25882073152866,LightGBM
y,182,2304.667683455093,LightGBM
z,182,607.0987700100517,LightGBM
_baseline_,182,5454.074461940938,LightGBM
_full_model_,183,-53.98843909278014,LightGBM
carat,183,2269.0952742012755,LightGBM
cut,183,-37.2777457739129,LightGBM
color,183,675.5287744633657,LightGBM
clarity,183,1184.5801863065858,LightGBM
depth,183,-28.549715381906367,LightGBM
table,183,-54.06536800351489,LightGBM
x,183,90.06096067604994,LightGBM
y,183,2309.301227692429,LightGBM
z,183,554.606450855957,LightGBM
_baseline_,183,5048.686353507228,LightGBM
_full_model_,184,8.110271119423032,LightGBM
carat,184,2350.886909694853,LightGBM
cut,184,27.601521142693173,LightGBM
color,184,739.2215103741775,LightGBM
clarity,184,972.4986266729649,LightGBM
depth,184,17.63958655250542,LightGBM
table,184,5.762294009692482,LightGBM
x,184,139.04429162930342,LightGBM
y,184,2262.164212139668,LightGBM
z,184,595.5481162850523,LightGBM
_baseline_,184,5207.064750324272,LightGBM
_full_model_,185,13.928277754763599,LightGBM
carat,185,2369.2926048393347,LightGBM
