variable,permutation,dropout_loss,label
_full_model_,23,0.15866162978953047,LightGBM
Age,23,0.22902050728548307,LightGBM
SibSp,23,0.17168105774419862,LightGBM
Parch,23,0.16075283324338907,LightGBM
Fare,23,0.20514031300593638,LightGBM
Pclass_X2,23,0.16243928764166216,LightGBM
Pclass_X3,23,0.2339449541284404,LightGBM
Sex_male,23,0.33776308688613066,LightGBM
Embarked_Q,23,0.1570426335671884,LightGBM
Embarked_S,23,0.16682406907717218,LightGBM
_baseline_,23,0.45831084727468974,LightGBM
_full_model_,24,0.15866162978953047,LightGBM
Age,24,0.22126281705342687,LightGBM
SibSp,24,0.16641932002158666,LightGBM
Parch,24,0.16473286562331357,LightGBM
Fare,24,0.15414193200215864,LightGBM
Pclass_X2,24,0.15872908796546137,LightGBM
Pclass_X3,24,0.19043443065299515,LightGBM
Sex_male,24,0.3955072854830005,LightGBM
Embarked_Q,24,0.1570426335671884,LightGBM
Embarked_S,24,0.1690501888828927,LightGBM
_baseline_,24,0.5449271451699946,LightGBM
_full_model_,25,0.15866162978953047,LightGBM
Age,25,0.21539395574743658,LightGBM
SibSp,25,0.1873313545601727,LightGBM
Parch,25,0.16156233135456022,LightGBM
Fare,25,0.219441446303292,LightGBM
Pclass_X2,25,0.15603076092822454,LightGBM
Pclass_X3,25,0.21620345385860762,LightGBM
Sex_male,25,0.3932137075013492,LightGBM
Embarked_Q,25,0.15690771721532648,LightGBM
Embarked_S,25,0.1575148407987048,LightGBM
_baseline_,25,0.5360226659471128,LightGBM
_full_model_,26,0.15866162978953047,LightGBM
Age,26,0.19643820831084735,LightGBM
SibSp,26,0.1735024284943335,LightGBM
Parch,26,0.16223691311386945,LightGBM
Fare,26,0.19994603345925532,LightGBM
Pclass_X2,26,0.1631138694009714,LightGBM
Pclass_X3,26,0.23934160820291417,LightGBM
Sex_male,26,0.3586751214247167,LightGBM
Embarked_Q,26,0.1570426335671884,LightGBM
Embarked_S,26,0.15603076092822454,LightGBM
_baseline_,26,0.48846465191581223,LightGBM
_full_model_,27,0.15866162978953047,LightGBM
Age,27,0.21606853750674582,LightGBM
SibSp,27,0.18841068537506744,LightGBM
Parch,27,0.16243928764166216,LightGBM
Fare,27,0.20824338909875872,LightGBM
Pclass_X2,27,0.167026443604965,LightGBM
Pclass_X3,27,0.23967889908256879,LightGBM
Sex_male,27,0.33769562871019965,LightGBM
Embarked_Q,27,0.1570426335671884,LightGBM
Embarked_S,27,0.16075283324338907,LightGBM
_baseline_,27,0.48273070696168374,LightGBM
_full_model_,28,0.15866162978953047,LightGBM
Age,28,0.23907177549919056,LightGBM
SibSp,28,0.18699406368051807,LightGBM
Parch,28,0.15879654614139238,LightGBM
Fare,28,0.23482191041554235,LightGBM
Pclass_X2,28,0.16028062601187265,LightGBM
Pclass_X3,28,0.25094441446303295,LightGBM
Sex_male,28,0.40232056125202376,LightGBM
Embarked_Q,28,0.1570426335671884,LightGBM
Embarked_S,28,0.16257420399352407,LightGBM
_baseline_,28,0.47632218024824613,LightGBM
_full_model_,29,0.15866162978953047,LightGBM
Age,29,0.24129789530491097,LightGBM
SibSp,29,0.17458175930922826,LightGBM
Parch,29,0.16082029141931997,LightGBM
Fare,29,0.19266055045871555,LightGBM
Pclass_X2,29,0.15852671343766866,LightGBM
Pclass_X3,29,0.2239611440906638,LightGBM
Sex_male,29,0.4112924986508365,LightGBM
Embarked_Q,29,0.1570426335671884,LightGBM
Embarked_S,29,0.1571775499190502,LightGBM
_baseline_,29,0.4753103076092823,LightGBM
_full_model_,30,0.15866162978953047,LightGBM
Age,30,0.23832973556395032,LightGBM
SibSp,30,0.1629789530491096,LightGBM
Parch,30,0.15994333513221803,LightGBM
Fare,30,0.22504047490555856,LightGBM
Pclass_X2,30,0.16574473826227742,LightGBM
Pclass_X3,30,0.23455207771181874,LightGBM
Sex_male,30,0.40623313545601725,LightGBM
Embarked_Q,30,0.1570426335671884,LightGBM
Embarked_S,30,0.1673637344846196,LightGBM
_baseline_,30,0.5461413923367513,LightGBM
_full_model_,31,0.15866162978953047,LightGBM
Age,31,0.19414463032919593,LightGBM
SibSp,31,0.1871964382083109,LightGBM
Parch,31,0.15886400431732328,LightGBM
Fare,31,0.20426335671883433,LightGBM
Pclass_X2,31,0.16790339989206693,LightGBM
Pclass_X3,31,0.22227468969239073,LightGBM
Sex_male,31,0.3545601726929304,LightGBM
Embarked_Q,31,0.15690771721532648,LightGBM
Embarked_S,31,0.17033189422558015,LightGBM
_baseline_,31,0.4980437128980032,LightGBM
_full_model_,32,0.15866162978953047,LightGBM
Age,32,0.20196977873718291,LightGBM
SibSp,32,0.18908526713437668,LightGBM
Parch,32,0.16216945493793844,LightGBM
Fare,32,0.18213707501349163,LightGBM
Pclass_X2,32,0.16372099298434972,LightGBM
Pclass_X3,32,0.21842957366432814,LightGBM
Sex_male,32,0.4167566109012413,LightGBM
Embarked_Q,32,0.1570426335671884,LightGBM
Embarked_S,32,0.1693874797625472,LightGBM
_baseline_,32,0.5565299514301134,LightGBM
_full_model_,33,0.15866162978953047,LightGBM
Age,33,0.21701295196977877,LightGBM
SibSp,33,0.17235563950350785,LightGBM
Parch,33,0.16095520777118189,LightGBM
Fare,33,0.21100917431192656,LightGBM
Pclass_X2,33,0.15643550998381006,LightGBM
Pclass_X3,33,0.24467080410145714,LightGBM
Sex_male,33,0.367107393416082,LightGBM
Embarked_Q,33,0.1570426335671884,LightGBM
Embarked_S,33,0.16891527253103078,LightGBM
_baseline_,33,0.4780086346465192,LightGBM
_full_model_,34,0.15866162978953047,LightGBM
Age,34,0.19893416082029147,LightGBM
SibSp,34,0.1793038316243929,LightGBM
Parch,34,0.15906637884511599,LightGBM
Fare,34,0.2117512142471668,LightGBM
Pclass_X2,34,0.1571775499190502,LightGBM
Pclass_X3,34,0.23057204533189424,LightGBM
Sex_male,34,0.4218834322719913,LightGBM
Embarked_Q,34,0.1570426335671884,LightGBM
Embarked_S,34,0.16459794927145177,LightGBM
_baseline_,34,0.45648947652455485,LightGBM
_full_model_,35,0.15866162978953047,LightGBM
Age,35,0.20493793847814357,LightGBM
SibSp,35,0.17869670804101456,LightGBM
Parch,35,0.1590663788451161,LightGBM
Fare,35,0.24062331354560174,LightGBM
Pclass_X2,35,0.16162978953049112,LightGBM
Pclass_X3,35,0.23104425256341066,LightGBM
Sex_male,35,0.4156098219104155,LightGBM
Embarked_Q,35,0.1592012951969779,LightGBM
Embarked_S,35,0.1612250404749056,LightGBM
_baseline_,35,0.5636130599028603,LightGBM
_full_model_,36,0.15866162978953047,LightGBM
Age,36,0.19279546681057746,LightGBM
SibSp,36,0.185307609282245,LightGBM
Parch,36,0.16061791689152727,LightGBM
Fare,36,0.18638694009713974,LightGBM
Pclass_X2,36,0.15960604425256342,LightGBM
Pclass_X3,36,0.22429843497031843,LightGBM
Sex_male,36,0.40434430652995146,LightGBM
Embarked_Q,36,0.1570426335671884,LightGBM
Embarked_S,36,0.16864543982730706,LightGBM
_baseline_,36,0.4935914732865624,LightGBM
_full_model_,37,0.15866162978953047,LightGBM
Age,37,0.21323529411764708,LightGBM
SibSp,37,0.18112520237452778,LightGBM
Parch,37,0.16061791689152727,LightGBM
Fare,37,0.18625202374527794,LightGBM
Pclass_X2,37,0.16055045871559637,LightGBM
Pclass_X3,37,0.23455207771181863,LightGBM
Sex_male,37,0.340933621154884,LightGBM
Embarked_Q,37,0.15690771721532648,LightGBM
Embarked_S,37,0.15029681597409605,LightGBM
_baseline_,37,0.48515920129519696,LightGBM
_full_model_,38,0.15866162978953047,LightGBM
Age,38,0.2074338909875877,LightGBM
SibSp,38,0.18712898003238,LightGBM
Parch,38,0.15953858607663252,LightGBM
Fare,38,0.20412844036697253,LightGBM
Pclass_X2,38,0.15771721532649763,LightGBM
Pclass_X3,38,0.21627091203453852,LightGBM
Sex_male,38,0.3934835402050728,LightGBM
Embarked_Q,38,0.1574473826227739,LightGBM
Embarked_S,38,0.16453049109552076,LightGBM
_baseline_,38,0.49871829465731243,LightGBM
_full_model_,39,0.15866162978953047,LightGBM
Age,39,0.20615218564490012,LightGBM
SibSp,39,0.18787101996762012,LightGBM
Parch,39,0.15677280086346468,LightGBM
Fare,39,0.17667296276308686,LightGBM
Pclass_X2,39,0.1610901241230437,LightGBM
Pclass_X3,39,0.21451699946033465,LightGBM
Sex_male,39,0.4027927684835402,LightGBM
Embarked_Q,39,0.1570426335671884,LightGBM
Embarked_S,39,0.15845925526173776,LightGBM
_baseline_,39,0.5377765785213169,LightGBM
_full_model_,40,0.15866162978953047,LightGBM
Age,40,0.21033459255261733,LightGBM
SibSp,40,0.18490286022665947,LightGBM
Parch,40,0.15845925526173776,LightGBM
Fare,40,0.16655423637344846,LightGBM
Pclass_X2,40,0.1575148407987048,LightGBM
Pclass_X3,40,0.20480302212628165,LightGBM
Sex_male,40,0.40454668105774416,LightGBM
Embarked_Q,40,0.15663788451160277,LightGBM
Embarked_S,40,0.16399082568807344,LightGBM
_baseline_,40,0.4757825148407987,LightGBM
_full_model_,41,0.15866162978953047,LightGBM
Age,41,0.20608472746896922,LightGBM
SibSp,41,0.1855099838100378,LightGBM
Parch,41,0.1631813275769023,LightGBM
Fare,41,0.23239341608202913,LightGBM
Pclass_X2,41,0.1629789530491096,LightGBM
Pclass_X3,41,0.2462223421478683,LightGBM
Sex_male,41,0.368861305990286,LightGBM
Embarked_Q,41,0.1570426335671884,LightGBM
Embarked_S,41,0.16230437128980035,LightGBM
_baseline_,41,0.5333917970858069,LightGBM
_full_model_,42,0.15866162978953047,LightGBM
Age,42,0.19798974635725852,LightGBM
SibSp,42,0.17694279546681058,LightGBM
Parch,42,0.16210199676200754,LightGBM
Fare,42,0.1955612520237453,LightGBM
Pclass_X2,42,0.1653399892066919,LightGBM
Pclass_X3,42,0.21822719913653532,LightGBM
Sex_male,42,0.37189692390717755,LightGBM
Embarked_Q,42,0.1570426335671884,LightGBM
Embarked_S,42,0.16419320021586614,LightGBM
_baseline_,42,0.5027657852131678,LightGBM
_full_model_,43,0.15866162978953047,LightGBM
Age,43,0.2098623853211009,LightGBM
SibSp,43,0.17026443604964925,LightGBM
Parch,43,0.16378845116028062,LightGBM
Fare,43,0.21404479222881811,LightGBM
Pclass_X2,43,0.1632487857528333,LightGBM
Pclass_X3,43,0.22031840259039392,LightGBM
Sex_male,43,0.32784673502428496,LightGBM
Embarked_Q,43,0.1570426335671884,LightGBM
Embarked_S,43,0.1629789530491096,LightGBM
_baseline_,43,0.48482191041554235,LightGBM
_full_model_,44,0.15866162978953047,LightGBM
Age,44,0.1996762007555316,LightGBM
SibSp,44,0.179236373448462,LightGBM
Parch,44,0.15616567728008635,LightGBM
Fare,44,0.20878305450620616,LightGBM
Pclass_X2,44,0.16156233135456022,LightGBM
Pclass_X3,44,0.22281435509983816,LightGBM
Sex_male,44,0.3665002698327037,LightGBM
Embarked_Q,44,0.1570426335671884,LightGBM
Embarked_S,44,0.159133837021047,LightGBM
_baseline_,44,0.5047895304910955,LightGBM
_full_model_,45,0.15866162978953047,LightGBM
Age,45,0.21485429033998926,LightGBM
SibSp,45,0.1794387479762547,LightGBM
Parch,45,0.16014570966001085,LightGBM
Fare,45,0.1934025903939558,LightGBM
Pclass_X2,45,0.15764975715056662,LightGBM
Pclass_X3,45,0.23704803022126286,LightGBM
Sex_male,45,0.4191851052347545,LightGBM
Embarked_Q,45,0.1570426335671884,LightGBM
Embarked_S,45,0.1550188882892607,LightGBM
_baseline_,45,0.5303561791689153,LightGBM
_full_model_,46,0.15866162978953047,LightGBM
Age,46,0.20014840798704803,LightGBM
SibSp,46,0.1793038316243929,LightGBM
Parch,46,0.16250674581759306,LightGBM
Fare,46,0.2220723151645979,LightGBM
Pclass_X2,46,0.1654749055585537,LightGBM
Pclass_X3,46,0.2340124123043713,LightGBM
Sex_male,46,0.3266324878575283,LightGBM
Embarked_Q,46,0.1570426335671884,LightGBM
Embarked_S,46,0.16230437128980035,LightGBM
_baseline_,46,0.49062331354560174,LightGBM
_full_model_,47,0.15866162978953047,LightGBM
Age,47,0.23050458715596334,LightGBM
SibSp,47,0.17815704263356724,LightGBM
Parch,47,0.16250674581759306,LightGBM
Fare,47,0.22470318402590395,LightGBM
Pclass_X2,47,0.16264166216945497,LightGBM
Pclass_X3,47,0.21438208310847273,LightGBM
Sex_male,47,0.3851187263896384,LightGBM
Embarked_Q,47,0.15690771721532648,LightGBM
Embarked_S,47,0.15798704803022123,LightGBM
_baseline_,47,0.4579060982191042,LightGBM
_full_model_,48,0.15866162978953047,LightGBM
Age,48,0.1956287101996762,LightGBM
SibSp,48,0.1794387479762547,LightGBM
Parch,48,0.16196708041014574,LightGBM
Fare,48,0.19448192120885055,LightGBM
Pclass_X2,48,0.16695898542903398,LightGBM
Pclass_X3,48,0.2155288720992985,LightGBM
Sex_male,48,0.34740960604425253,LightGBM
Embarked_Q,48,0.1570426335671884,LightGBM
Embarked_S,48,0.14941985968699412,LightGBM
_baseline_,48,0.5852671343766864,LightGBM
_full_model_,49,0.15866162978953047,LightGBM
Age,49,0.23475445223961144,LightGBM
SibSp,49,0.177415002698327,LightGBM
Parch,49,0.1590663788451161,LightGBM
Fare,49,0.20453318942255805,LightGBM
Pclass_X2,49,0.16419320021586614,LightGBM
Pclass_X3,49,0.19886670264436046,LightGBM
Sex_male,49,0.4236373448461954,LightGBM
Embarked_Q,49,0.1570426335671884,LightGBM
Embarked_S,49,0.1612924986508365,LightGBM
_baseline_,49,0.5304910955207771,LightGBM
_full_model_,50,0.15866162978953047,LightGBM
Age,50,0.22450080949811113,LightGBM
SibSp,50,0.17444684295736645,LightGBM
Parch,50,0.1654074473826228,LightGBM
Fare,50,0.1877361036157582,LightGBM
Pclass_X2,50,0.1610226659471128,LightGBM
Pclass_X3,50,0.23630599028602273,LightGBM
Sex_male,50,0.3184700485698867,LightGBM
Embarked_Q,50,0.15690771721532648,LightGBM
Embarked_S,50,0.1614948731786292,LightGBM
_baseline_,50,0.5352806260118727,LightGBM
_full_model_,51,0.15866162978953047,LightGBM
Age,51,0.21842957366432814,LightGBM
SibSp,51,0.17114139233675119,LightGBM
Parch,51,0.1633162439287642,LightGBM
Fare,51,0.25890447922288184,LightGBM
Pclass_X2,51,0.15994333513221803,LightGBM
Pclass_X3,51,0.2257825148407987,LightGBM
Sex_male,51,0.39044792228818137,LightGBM
Embarked_Q,51,0.1570426335671884,LightGBM
Embarked_S,51,0.15764975715056662,LightGBM
_baseline_,51,0.49325418240690777,LightGBM
_full_model_,52,0.15866162978953047,LightGBM
Age,52,0.22760388559093359,LightGBM
SibSp,52,0.16392336751214254,LightGBM
Parch,52,0.16001079330814894,LightGBM
Fare,52,0.22085806799784136,LightGBM
Pclass_X2,52,0.1613599568267674,LightGBM
Pclass_X3,52,0.23940906637884507,LightGBM
Sex_male,52,0.350580140313006,LightGBM
Embarked_Q,52,0.1570426335671884,LightGBM
Embarked_S,52,0.17282784673502427,LightGBM
_baseline_,52,0.5291419320021586,LightGBM
_full_model_,53,0.15866162978953047,LightGBM
Age,53,0.20116028062601188,LightGBM
SibSp,53,0.1733000539665408,LightGBM
Parch,53,0.16088774959525098,LightGBM
Fare,53,0.23441716135995683,LightGBM
Pclass_X2,53,0.16061791689152727,LightGBM
Pclass_X3,53,0.22321910415542368,LightGBM
Sex_male,53,0.38997571505666484,LightGBM
Embarked_Q,53,0.15690771721532648,LightGBM
Embarked_S,53,0.16007825148407995,LightGBM
_baseline_,53,0.5793982730706961,LightGBM
_full_model_,54,0.15866162978953047,LightGBM
Age,54,0.21330275229357798,LightGBM
SibSp,54,0.17916891527253098,LightGBM
Parch,54,0.16203453858607664,LightGBM
Fare,54,0.24271451699946034,LightGBM
Pclass_X2,54,0.1651376146788991,LightGBM
Pclass_X3,54,0.2116162978953049,LightGBM
Sex_male,54,0.30760928224500805,LightGBM
Embarked_Q,54,0.1570426335671884,LightGBM
Embarked_S,54,0.15630059363194815,LightGBM
_baseline_,54,0.4560847274689692,LightGBM
_full_model_,55,0.15866162978953047,LightGBM
Age,55,0.21836211548839723,LightGBM
SibSp,55,0.1854425256341068,LightGBM
Parch,55,0.16068537506745817,LightGBM
Fare,55,0.1915812196438208,LightGBM
